temperature,humidity,wind_speed,precipitation,cloud_cover,atmospheric_pressure,season,visibility,location,weather
24.0,63.0,9.5,41.0,partly cloudy,1016.23,Summer,7.5,mountain,Cloudy
32.0,77.0,12.0,,partly cloudy,1009.94,Summer,8.5,inland,Cloudy
,63.0,8.0,51.0,overcast,989.17,Winter,2.5,mountain,Snowy
20.0,27.0,8.0,15.0,clear,1015.11,Spring,9.0,mountain,Sunny
29.0,94.0,12.0,,partly cloudy,1002.82,Autumn,2.5,coastal,Rainy
21.0,69.0,2.5,7.0,clear,1026.75,Summer,5.0,inland,Sunny
25.0,64.0,12.5,43.0,partly cloudy,1014.07,Summer,8.5,mountain,Cloudy
31.0,78.0,11.0,73.0,partly cloudy,1011.63,Winter,4.5,inland,Rainy
41.0,37.0,9.0,19.0,partly cloudy,1010.06,Winter,8.0,mountain,Sunny
-7.0,68.0,12.5,,overcast,988.38,Winter,3.0,mountain,Snowy
3.0,97.0,3.5,,partly cloudy,999.35,Winter,4.5,mountain,Snowy
16.0,63.0,7.0,,overcast,991.87,Autumn,2.0,coastal,Rainy
23.0,35.0,2.0,2.0,clear,1015.41,Summer,6.5,mountain,Sunny
,66.0,5.5,6.0,clear,1012.98,Summer,8.0,mountain,Sunny
22.0,56.0,3.5,18.0,partly cloudy,1001.16,Autumn,8.5,mountain,Cloudy
57.0,108.0,10.5,87.0,clear,1010.41,Summer,3.0,inland,Sunny
43.0,100.0,30.0,,overcast,1011.72,Autumn,1.5,inland,Rainy
,31.0,3.0,15.0,clear,1018.19,Autumn,8.0,coastal,Sunny
22.0,92.0,12.0,75.0,clear,1024.34,Autumn,3.0,inland,Sunny
22.0,29.0,2.0,,clear,1029.85,Spring,10.0,mountain,Sunny
-9.0,83.0,3.0,89.0,overcast,983.82,Winter,3.5,mountain,Snowy
4.0,83.0,6.0,,overcast,984.43,Winter,4.5,inland,Snowy
3.0,92.0,3.5,70.0,overcast,991.08,Winter,4.0,inland,Snowy
15.0,96.0,11.0,,overcast,1016.98,Autumn,4.0,mountain,Rainy
4.0,69.0,11.5,96.0,overcast,980.67,Winter,2.5,mountain,Snowy
26.0,54.0,6.0,28.0,partly cloudy,1004.66,Winter,5.0,coastal,Cloudy
20.0,89.0,11.5,76.0,partly cloudy,1029.28,Spring,8.5,inland,Sunny
41.0,66.0,5.0,3.0,partly cloudy,1025.46,Winter,5.5,coastal,Sunny
-17.0,86.0,4.0,101.0,overcast,997.72,Winter,5.0,mountain,Snowy
24.0,28.0,1.0,9.0,partly cloudy,1023.11,Spring,5.0,coastal,Sunny
19.0,71.0,3.5,35.0,overcast,1010.93,Spring,6.0,inland,Cloudy
20.0,48.0,2.5,,clear,1029.59,Summer,9.0,inland,Sunny
22.0,60.0,8.5,,partly cloudy,1004.38,Winter,6.0,mountain,Cloudy
3.0,93.0,5.0,,overcast,983.51,Winter,2.5,inland,Snowy
38.0,77.0,11.5,33.0,partly cloudy,1129.16,Winter,1.0,coastal,Sunny
29.0,61.0,10.5,,overcast,1014.32,Summer,8.5,inland,Cloudy
,69.0,11.5,47.0,overcast,1014.36,Autumn,5.0,mountain,Cloudy
,0.0,18.0,62.0,overcast,990.98,Winter,2.0,inland,Snowy
,92.0,17.5,,partly cloudy,1004.05,Spring,4.0,inland,Rainy
26.0,69.0,4.5,44.0,overcast,1013.71,Spring,8.0,inland,Cloudy
-8.0,90.0,7.0,78.0,overcast,987.97,Winter,4.0,inland,Snowy
-7.0,89.0,6.0,,overcast,998.16,Winter,1.5,inland,Snowy
,98.0,14.5,108.0,partly cloudy,1004.23,Winter,8.0,coastal,Cloudy
22.0,72.0,7.0,,overcast,1007.96,Winter,6.0,mountain,Cloudy
-7.0,87.0,2.5,,partly cloudy,987.33,Winter,1.5,mountain,Snowy
,54.0,5.5,91.0,cloudy,1061.43,Autumn,17.5,mountain,Cloudy
53.0,92.0,10.5,89.0,partly cloudy,1001.2,Autumn,2.0,inland,Rainy
36.0,43.0,5.0,7.0,clear,1010.69,Autumn,8.0,inland,Sunny
-3.0,61.0,15.5,65.0,partly cloudy,996.99,Winter,2.5,mountain,Snowy
28.0,64.0,0.5,12.0,partly cloudy,1005.24,Spring,8.5,mountain,Cloudy
11.0,93.0,7.0,64.0,overcast,1019.45,Winter,4.5,inland,Rainy
-7.0,64.0,10.5,69.0,cloudy,908.14,Spring,4.0,inland,Rainy
34.0,74.0,9.0,57.0,overcast,1005.97,Spring,3.0,coastal,Rainy
32.0,,6.0,,,,,10.0,,Sunny
,75.0,14.0,30.0,partly cloudy,1011.56,Autumn,5.0,inland,Cloudy
27.0,0.0,2.0,6.0,partly cloudy,1024.88,Summer,6.0,mountain,Sunny
27.0,71.0,17.5,90.0,overcast,995.1,Winter,2.5,mountain,Rainy
-16.0,97.0,16.0,106.0,overcast,986.93,Winter,3.5,inland,Snowy
24.0,86.0,16.0,92.0,clear,1021.94,Spring,1.0,inland,Sunny
21.0,60.0,10.5,,partly cloudy,1000.43,Autumn,6.0,inland,Cloudy
15.0,89.0,4.0,96.0,partly cloudy,1019.24,Autumn,10.0,coastal,Cloudy
17.0,72.0,12.0,,partly cloudy,990.66,Spring,20.0,inland,Sunny
10.0,53.0,3.0,18.0,overcast,1013.03,Autumn,6.0,inland,Cloudy
33.0,45.0,1.5,2.0,clear,1010.9,Winter,8.5,mountain,Sunny
,54.0,3.5,35.0,partly cloudy,1005.89,Autumn,8.5,coastal,Cloudy
31.0,90.0,5.5,91.0,overcast,1009.61,Summer,2.0,mountain,Rainy
,66.0,2.0,,overcast,1127.9,Spring,5.5,inland,Sunny
21.0,86.0,39.0,103.0,overcast,1002.57,Summer,1.0,inland,Rainy
24.0,52.0,4.5,,clear,1014.56,Summer,9.5,mountain,Sunny
,63.0,9.5,59.0,overcast,1016.38,Spring,1.5,inland,Rainy
2.0,77.0,4.5,75.0,partly cloudy,986.27,Winter,3.5,mountain,Snowy
10.0,66.0,8.5,27.0,partly cloudy,1005.36,Summer,5.5,inland,Cloudy
4.0,66.0,6.0,87.0,overcast,995.11,Winter,1.5,inland,Snowy
34.0,75.0,15.0,18.0,partly cloudy,1004.07,Spring,5.5,inland,Cloudy
24.0,88.0,7.0,,overcast,1000.3,Winter,3.0,coastal,Rainy
31.0,0.0,11.0,29.0,overcast,1007.61,Spring,8.0,mountain,Cloudy
16.0,73.0,12.0,79.0,overcast,997.53,Winter,2.5,inland,Rainy
20.0,77.0,14.5,75.0,partly cloudy,1012.25,Spring,4.5,mountain,Rainy
,74.0,1.0,49.0,partly cloudy,1007.03,Autumn,5.0,coastal,Cloudy
-11.0,75.0,17.0,104.0,overcast,985.86,Winter,2.5,mountain,Snowy
,22.0,0.5,,clear,1024.36,Spring,6.0,coastal,Sunny
-7.0,94.0,2.0,,partly cloudy,982.84,Winter,3.5,mountain,Snowy
29.0,59.0,3.5,33.0,overcast,1007.96,Spring,7.0,coastal,Cloudy
30.0,84.0,15.0,62.0,overcast,991.86,Winter,1.0,coastal,Rainy
,68.0,2.5,39.0,partly cloudy,1011.1,Winter,8.0,inland,Cloudy
40.0,35.0,6.5,0.0,partly cloudy,1029.38,Winter,8.5,coastal,Sunny
17.0,76.0,13.5,97.0,overcast,993.8,Summer,4.0,inland,Rainy
24.0,64.0,12.5,87.0,partly cloudy,1002.26,Summer,3.0,inland,Rainy
55.0,78.0,22.0,,partly cloudy,1015.65,Spring,4.5,coastal,Cloudy
,29.0,11.0,67.0,overcast,989.96,Autumn,17.0,coastal,Cloudy
-7.0,92.0,4.5,78.0,overcast,990.01,Winter,3.0,mountain,Snowy
28.0,41.0,2.0,,clear,1021.04,Autumn,5.0,inland,Sunny
30.0,62.0,8.5,,partly cloudy,1009.95,Autumn,8.0,mountain,Cloudy
,97.0,13.5,77.0,overcast,987.36,Winter,3.5,mountain,Snowy
10.0,93.0,11.5,73.0,partly cloudy,999.81,Spring,4.0,coastal,Rainy
24.0,72.0,18.0,62.0,partly cloudy,1014.02,Winter,3.5,mountain,Rainy
-6.0,80.0,8.0,62.0,overcast,983.66,Winter,3.5,inland,Snowy
,66.0,7.0,,partly cloudy,1000.57,Winter,5.5,mountain,Cloudy
21.0,0.0,9.5,,partly cloudy,995.72,Autumn,4.5,coastal,Rainy
1.0,78.0,6.0,,overcast,987.74,Winter,4.0,mountain,Snowy
,86.0,14.0,92.0,overcast,996.03,Winter,1.0,mountain,Snowy
15.0,0.0,10.0,75.0,partly cloudy,1008.06,Summer,2.5,mountain,Rainy
10.0,24.0,6.5,91.0,cloudy,1056.73,Winter,15.5,inland,Rainy
32.0,72.0,0.5,41.0,overcast,1011.26,Winter,7.0,coastal,Cloudy
10.0,80.0,14.0,,partly cloudy,1004.96,Winter,2.5,coastal,Rainy
28.0,70.0,16.5,79.0,overcast,992.25,Spring,4.5,mountain,Rainy
,72.0,6.0,85.0,overcast,981.3,Winter,3.0,mountain,Snowy
23.0,39.0,4.5,16.0,partly cloudy,1012.06,Summer,7.5,mountain,Sunny
-9.0,63.0,9.0,,overcast,981.1,Winter,2.5,inland,Snowy
25.0,83.0,18.5,98.0,overcast,993.63,Autumn,4.0,inland,Rainy
,93.0,5.5,83.0,partly cloudy,991.4,Winter,2.0,inland,Snowy
-6.0,82.0,14.0,82.0,overcast,991.66,Winter,3.5,inland,Snowy
-16.0,57.0,5.5,97.0,overcast,1047.31,Summer,11.0,mountain,Rainy
,65.0,8.0,,overcast,1007.73,Autumn,9.0,coastal,Cloudy
17.0,62.0,11.5,93.0,partly cloudy,1011.89,Summer,1.5,coastal,Rainy
3.0,0.0,9.5,59.0,overcast,983.56,Winter,2.5,inland,Snowy
31.0,0.0,29.0,96.0,partly cloudy,1014.53,Autumn,6.5,inland,Cloudy
,33.0,5.0,40.0,cloudy,976.67,Summer,4.0,coastal,Snowy
2.0,65.0,16.5,51.0,overcast,993.38,Winter,4.0,inland,Snowy
21.0,86.0,16.0,,partly cloudy,1014.36,Summer,4.5,coastal,Rainy
11.0,71.0,4.5,22.0,partly cloudy,1015.06,Winter,7.0,mountain,Cloudy
0.0,80.0,17.0,86.0,overcast,981.8,Winter,1.5,inland,Snowy
26.0,86.0,5.0,,partly cloudy,999.7,Spring,3.5,coastal,Rainy
34.0,65.0,1.0,16.0,overcast,1002.95,Autumn,5.0,inland,Cloudy
,,,,,,,,,Snowy
9.0,74.0,4.0,99.0,overcast,986.94,Winter,2.0,mountain,Snowy
27.0,30.0,9.0,14.0,clear,1013.51,Summer,6.5,coastal,Sunny
-2.0,90.0,16.0,68.0,overcast,992.52,Winter,2.0,mountain,Snowy
4.0,25.0,2.5,,cloudy,972.03,Winter,16.5,mountain,Cloudy
,73.0,12.5,84.0,overcast,990.99,Winter,3.0,inland,Snowy
,69.0,7.0,7.0,clear,1029.27,Spring,8.0,coastal,Sunny
33.0,71.0,11.5,42.0,partly cloudy,1006.67,Winter,8.0,coastal,Cloudy
24.0,91.0,21.5,91.0,overcast,1008.4,Spring,3.5,mountain,Rainy
37.0,32.0,7.5,,clear,1019.78,Summer,5.0,inland,Sunny
0.0,91.0,10.5,80.0,overcast,990.11,Winter,2.5,mountain,Snowy
-14.0,60.0,14.0,68.0,partly cloudy,949.1,Spring,3.5,mountain,Snowy
22.0,37.0,0.5,12.0,clear,1014.29,Winter,5.0,inland,Sunny
25.0,85.0,9.0,,overcast,997.46,Autumn,3.5,inland,Rainy
26.0,78.0,12.5,91.0,partly cloudy,1002.69,Winter,3.5,coastal,Rainy
,37.0,7.0,,clear,1016.62,Spring,5.5,coastal,Sunny
40.0,38.0,10.0,17.0,clear,1014.72,Winter,9.5,coastal,Sunny
30.0,36.0,1.5,,clear,1011.83,Winter,5.5,coastal,Sunny
,79.0,17.0,78.0,overcast,996.33,Winter,2.0,mountain,Snowy
71.0,106.0,9.5,,clear,1013.56,Summer,12.0,coastal,Sunny
22.0,53.0,13.0,,partly cloudy,1014.97,Summer,5.5,coastal,Cloudy
28.0,76.0,10.5,45.0,overcast,1006.61,Winter,6.0,inland,Cloudy
31.0,60.0,5.0,,clear,1017.88,Spring,8.5,inland,Sunny
44.0,90.0,5.5,87.0,clear,1028.32,Winter,1.5,coastal,Sunny
-4.0,67.0,12.0,59.0,overcast,994.58,Winter,1.5,mountain,Snowy
26.0,70.0,17.5,94.0,overcast,990.94,Autumn,4.5,coastal,Rainy
12.0,68.0,5.5,93.0,overcast,1018.08,Summer,2.0,inland,Rainy
32.0,42.0,4.0,6.0,partly cloudy,1017.12,Summer,6.5,coastal,Sunny
19.0,80.0,6.5,92.0,overcast,993.42,Autumn,1.5,mountain,Rainy
,92.0,2.0,,clear,1019.37,Summer,2.5,inland,Sunny
33.0,22.0,9.5,13.0,partly cloudy,1012.67,Summer,10.0,inland,Sunny
,91.0,9.0,70.0,overcast,992.12,Winter,2.5,mountain,Snowy
,76.0,6.5,,overcast,1017.42,Spring,5.5,mountain,Cloudy
20.0,72.0,8.5,59.0,overcast,990.14,Autumn,1.0,inland,Rainy
33.0,70.0,8.5,85.0,overcast,995.35,Summer,2.0,inland,Rainy
29.0,49.0,8.5,9.0,partly cloudy,1022.98,Autumn,8.5,mountain,Sunny
-16.0,78.0,1.0,69.0,overcast,982.27,Winter,17.0,inland,Cloudy
30.0,77.0,6.0,85.0,partly cloudy,1000.86,Summer,3.5,inland,Rainy
4.0,89.0,7.0,61.0,partly cloudy,986.03,Winter,1.5,inland,Snowy
,52.0,5.0,15.0,partly cloudy,1010.82,Autumn,9.0,coastal,Cloudy
,68.0,14.0,98.0,cloudy,1079.72,Autumn,2.0,coastal,Rainy
16.0,109.0,19.0,,overcast,1009.16,Summer,1.5,inland,Rainy
,29.0,2.5,4.0,clear,1029.35,Winter,7.0,inland,Sunny
32.0,60.0,7.5,,clear,1011.97,Summer,6.0,coastal,Sunny
,88.0,15.5,82.0,overcast,992.52,Spring,3.0,mountain,Rainy
3.0,80.0,5.5,95.0,overcast,994.15,Winter,3.0,inland,Snowy
28.0,66.0,18.5,94.0,partly cloudy,1004.71,Autumn,1.5,mountain,Rainy
,36.0,8.5,49.0,overcast,1112.3,Winter,4.5,inland,Rainy
41.0,23.0,0.5,14.0,clear,1016.39,Summer,7.0,mountain,Sunny
36.0,60.0,5.0,10.0,clear,1012.8,Spring,9.0,mountain,Sunny
26.0,62.0,18.5,51.0,partly cloudy,1011.16,Spring,1.5,mountain,Rainy
8.0,50.0,13.5,,partly cloudy,897.71,Summer,3.0,mountain,Rainy
,78.0,5.5,16.0,overcast,1076.86,Spring,9.5,mountain,Snowy
20.0,71.0,6.5,,overcast,1000.6,Winter,6.5,coastal,Cloudy
9.0,76.0,11.0,75.0,cloudy,800.82,Summer,6.0,mountain,Sunny
25.0,85.0,19.0,92.0,overcast,1014.18,Winter,4.0,mountain,Rainy
28.0,75.0,2.0,49.0,overcast,1019.47,Winter,6.0,mountain,Cloudy
34.0,74.0,5.5,42.0,overcast,1016.64,Spring,7.0,mountain,Cloudy
-2.0,0.0,14.0,63.0,partly cloudy,994.6,Winter,4.0,mountain,Snowy
68.0,83.0,15.5,96.0,partly cloudy,1022.32,Summer,1.0,inland,Sunny
12.0,95.0,15.0,80.0,overcast,996.32,Winter,3.5,inland,Rainy
,94.0,4.5,52.0,overcast,997.72,Winter,1.5,inland,Snowy
24.0,82.0,8.5,,partly cloudy,1004.92,Winter,1.5,coastal,Rainy
33.0,88.0,8.5,,overcast,1015.85,Autumn,4.5,inland,Rainy
,63.0,10.5,18.0,partly cloudy,1010.82,Spring,9.0,coastal,Cloudy
,0.0,,103.0,overcast,984.65,,,mountain,Snowy
25.0,62.0,1.0,33.0,partly cloudy,1003.39,Spring,5.5,mountain,Cloudy
16.0,57.0,1.5,,overcast,1009.43,Spring,7.0,mountain,Cloudy
23.0,31.0,9.0,3.0,clear,1026.75,Summer,9.0,inland,Sunny
34.0,62.0,13.0,,partly cloudy,1003.67,Summer,6.5,coastal,Cloudy
33.0,61.0,8.0,,partly cloudy,1018.15,Winter,8.0,mountain,Cloudy
,51.0,9.5,56.0,overcast,1125.65,Winter,14.0,mountain,Cloudy
22.0,98.0,11.0,96.0,overcast,1008.34,Autumn,4.0,inland,Rainy
,21.0,8.5,,clear,1025.79,Spring,10.0,inland,Sunny
,35.0,10.0,34.0,cloudy,1100.82,Autumn,0.5,mountain,Snowy
20.0,35.0,9.5,5.0,partly cloudy,1018.59,Autumn,10.0,coastal,Sunny
33.0,70.0,12.0,66.0,overcast,998.66,Summer,3.5,mountain,Rainy
39.0,30.0,6.0,,partly cloudy,1018.41,Spring,7.5,mountain,Sunny
20.0,54.0,8.0,19.0,partly cloudy,1011.1,Summer,6.0,coastal,Cloudy
,47.0,6.5,3.0,clear,1027.72,Summer,5.5,coastal,Sunny
11.0,85.0,16.5,92.0,partly cloudy,998.54,Winter,5.0,mountain,Rainy
65.0,81.0,7.5,,clear,1010.83,Winter,7.5,coastal,Sunny
23.0,69.0,10.5,84.0,overcast,993.73,Spring,4.5,inland,Rainy
,70.0,6.5,26.0,overcast,1014.12,Winter,7.5,mountain,Cloudy
,97.0,9.0,67.0,partly cloudy,1008.74,Summer,1.5,coastal,Rainy
,65.0,6.0,18.0,partly cloudy,1007.69,Winter,7.5,mountain,Cloudy
18.0,68.0,4.0,40.0,partly cloudy,1008.41,Autumn,6.0,inland,Cloudy
28.0,107.0,10.0,90.0,clear,1027.99,Spring,3.5,inland,Sunny
32.0,75.0,11.5,84.0,overcast,994.01,Autumn,2.5,inland,Rainy
28.0,60.0,0.0,30.0,overcast,1014.84,Winter,7.5,inland,Cloudy
31.0,83.0,8.5,,partly cloudy,1003.78,Spring,2.5,mountain,Rainy
18.0,67.0,0.5,,overcast,1017.63,Spring,7.5,inland,Cloudy
10.0,60.0,10.5,88.0,partly cloudy,999.02,Autumn,4.5,coastal,Rainy
11.0,88.0,7.0,74.0,overcast,1017.24,Spring,2.5,mountain,Rainy
-1.0,83.0,16.5,68.0,partly cloudy,986.61,Winter,2.5,mountain,Snowy
27.0,33.0,7.0,83.0,cloudy,1194.57,Winter,8.0,inland,Rainy
,50.0,10.0,93.0,partly cloudy,1123.33,Summer,16.5,coastal,Rainy
,72.0,2.5,29.0,partly cloudy,1006.14,Autumn,5.0,inland,Cloudy
,90.0,11.0,78.0,partly cloudy,992.09,Autumn,4.5,inland,Rainy
,77.0,6.5,20.0,partly cloudy,1009.04,Winter,7.5,mountain,Cloudy
35.0,29.0,9.5,9.0,clear,1022.77,Winter,7.0,inland,Sunny
0.0,60.0,18.0,74.0,overcast,986.18,Winter,4.0,inland,Snowy
46.0,49.0,7.5,,partly cloudy,981.14,Winter,9.0,coastal,Rainy
,80.0,6.0,74.0,overcast,999.38,Winter,4.5,inland,Rainy
,90.0,12.5,,partly cloudy,1015.25,Summer,8.0,coastal,Cloudy
0.0,89.0,9.5,87.0,partly cloudy,996.6,Winter,2.0,mountain,Snowy
57.0,0.0,13.5,81.0,partly cloudy,1018.78,Autumn,9.0,mountain,Cloudy
-10.0,67.0,15.0,58.0,overcast,990.84,Winter,1.0,mountain,Snowy
,42.0,8.0,,partly cloudy,1069.74,Summer,0.5,mountain,Snowy
29.0,70.0,5.5,45.0,partly cloudy,1008.96,Winter,8.0,inland,Cloudy
42.0,58.0,2.0,,clear,1029.39,Spring,6.5,mountain,Sunny
10.0,85.0,17.0,59.0,overcast,1010.03,Summer,2.0,mountain,Rainy
30.0,63.0,6.0,65.0,partly cloudy,1009.86,Winter,4.0,mountain,Rainy
30.0,71.0,10.5,22.0,partly cloudy,1007.99,Spring,8.5,coastal,Cloudy
3.0,68.0,7.5,,overcast,980.85,Winter,3.5,inland,Snowy
,77.0,8.0,19.0,partly cloudy,1017.4,Spring,8.5,mountain,Cloudy
-4.0,60.0,7.5,74.0,overcast,998.95,Winter,3.5,inland,Snowy
-1.0,78.0,11.0,79.0,partly cloudy,995.07,Winter,1.5,mountain,Snowy
16.0,52.0,8.5,,partly cloudy,1006.67,Winter,7.0,coastal,Cloudy
0.0,99.0,14.5,61.0,overcast,987.33,Winter,3.5,inland,Snowy
30.0,58.0,2.5,47.0,overcast,1007.46,Summer,7.5,mountain,Cloudy
40.0,25.0,6.0,,clear,1011.16,Spring,5.5,coastal,Sunny
41.0,76.0,10.5,76.0,overcast,1133.9,Spring,3.5,inland,Cloudy
18.0,87.0,15.0,81.0,overcast,991.2,Winter,2.5,inland,Rainy
47.0,38.0,0.5,40.0,partly cloudy,910.97,Autumn,19.0,coastal,Cloudy
22.0,71.0,15.5,,partly cloudy,1018.42,Summer,5.5,coastal,Cloudy
-5.0,0.0,19.5,60.0,overcast,991.6,Winter,3.0,mountain,Snowy
13.0,93.0,11.0,,overcast,1014.32,Autumn,3.0,coastal,Rainy
2.0,90.0,9.0,,overcast,994.9,Winter,2.0,mountain,Snowy
15.0,106.0,7.0,80.0,partly cloudy,1009.09,Summer,4.0,inland,Cloudy
4.0,64.0,19.0,,overcast,986.96,Winter,3.0,mountain,Snowy
4.0,87.0,11.5,,overcast,993.36,Winter,2.0,mountain,Snowy
,64.0,1.5,21.0,overcast,1008.37,Spring,5.5,coastal,Cloudy
,67.0,14.5,83.0,partly cloudy,1016.48,Summer,1.5,inland,Rainy
-4.0,94.0,4.0,93.0,overcast,999.99,Winter,2.0,mountain,Snowy
11.0,67.0,1.0,,partly cloudy,1019.25,Autumn,6.5,mountain,Cloudy
,21.0,5.0,61.0,partly cloudy,1091.83,Autumn,1.5,mountain,Sunny
10.0,62.0,8.0,26.0,partly cloudy,1000.52,Winter,5.5,mountain,Cloudy
10.0,0.0,16.0,83.0,overcast,992.81,Autumn,5.0,coastal,Rainy
4.0,91.0,13.5,84.0,overcast,997.14,Winter,5.0,inland,Snowy
24.0,63.0,1.0,44.0,overcast,1016.04,Winter,6.0,mountain,Cloudy
-16.0,64.0,0.0,48.0,partly cloudy,1163.02,Winter,14.0,coastal,Rainy
-5.0,69.0,12.5,,overcast,981.49,Winter,3.0,inland,Snowy
34.0,61.0,13.0,,partly cloudy,1000.53,Summer,8.0,coastal,Cloudy
-5.0,94.0,26.5,80.0,overcast,992.67,Winter,4.5,inland,Snowy
11.0,94.0,32.0,,overcast,1016.52,Spring,5.0,mountain,Rainy
,79.0,12.5,67.0,overcast,1019.59,Spring,4.5,inland,Rainy
28.0,56.0,7.0,13.0,clear,1020.37,Winter,7.0,inland,Sunny
31.0,46.0,3.5,14.0,clear,1014.89,Autumn,8.0,coastal,Sunny
27.0,62.0,9.0,28.0,overcast,1004.74,Spring,8.0,mountain,Cloudy
26.0,35.0,3.0,,clear,1027.91,Autumn,5.5,mountain,Sunny
38.0,68.0,8.5,,clear,1015.9,Spring,5.5,inland,Sunny
15.0,52.0,6.0,,partly cloudy,1019.49,Winter,7.0,mountain,Cloudy
,80.0,26.5,70.0,partly cloudy,1004.28,Summer,3.0,coastal,Rainy
-3.0,0.0,13.5,93.0,overcast,986.03,Winter,4.0,inland,Snowy
,108.0,22.0,,overcast,996.16,Winter,2.5,mountain,Snowy
19.0,63.0,8.5,,overcast,1014.27,Spring,6.5,mountain,Cloudy
,0.0,4.5,,overcast,1012.11,Autumn,6.0,coastal,Cloudy
20.0,68.0,6.0,30.0,partly cloudy,1003.0,Spring,5.0,inland,Cloudy
14.0,89.0,14.0,,overcast,998.14,Winter,3.0,inland,Rainy
,79.0,11.5,,overcast,1005.63,Winter,9.0,mountain,Cloudy
22.0,79.0,5.5,62.0,overcast,1003.79,Summer,3.0,inland,Rainy
0.0,81.0,36.5,,overcast,980.99,Winter,0.5,inland,Snowy
34.0,38.0,6.5,6.0,partly cloudy,1023.54,Summer,10.0,mountain,Sunny
44.0,24.0,5.0,37.0,overcast,889.89,Spring,1.5,coastal,Rainy
24.0,105.0,5.5,,partly cloudy,1008.54,Winter,1.0,coastal,Cloudy
17.0,97.0,18.5,68.0,overcast,1008.74,Winter,5.0,inland,Rainy
15.0,82.0,14.5,,overcast,993.37,Winter,1.0,inland,Rainy
4.0,71.0,2.0,,overcast,980.73,Winter,2.5,inland,Snowy
26.0,0.0,8.5,38.0,overcast,1000.78,Autumn,7.0,coastal,Cloudy
27.0,74.0,0.5,19.0,partly cloudy,1018.43,Autumn,8.5,coastal,Cloudy
41.0,46.0,9.5,5.0,partly cloudy,1026.51,Summer,9.0,coastal,Sunny
40.0,71.0,30.0,,partly cloudy,1010.37,Autumn,1.0,mountain,Rainy
,86.0,10.0,,overcast,988.96,Winter,2.5,inland,Snowy
54.0,84.0,10.0,,overcast,1000.81,Winter,1.0,mountain,Rainy
,61.0,11.0,,overcast,1018.31,Summer,1.5,inland,Rainy
41.0,50.0,8.5,6.0,partly cloudy,1017.27,Spring,6.0,inland,Sunny
18.0,77.0,13.5,44.0,partly cloudy,1005.63,Autumn,7.0,inland,Cloudy
0.0,68.0,12.5,74.0,overcast,990.32,Winter,1.5,mountain,Snowy
31.0,82.0,16.0,,partly cloudy,990.74,Autumn,1.5,mountain,Rainy
,68.0,14.0,86.0,overcast,1006.37,Autumn,4.0,coastal,Rainy
-6.0,73.0,1.5,,cloudy,1074.39,Spring,13.5,coastal,Snowy
,0.0,8.0,89.0,partly cloudy,996.59,Winter,1.5,mountain,Snowy
-10.0,99.0,18.5,52.0,partly cloudy,996.39,Winter,5.0,inland,Snowy
19.0,53.0,8.0,,partly cloudy,1001.91,Summer,8.0,coastal,Cloudy
18.0,105.0,10.5,97.0,partly cloudy,1003.85,Summer,4.0,mountain,Cloudy
15.0,75.0,7.0,11.0,partly cloudy,1009.42,Winter,8.5,inland,Cloudy
33.0,79.0,9.5,57.0,overcast,991.05,Winter,2.0,inland,Rainy
-10.0,65.0,6.5,,overcast,980.77,Winter,4.0,mountain,Snowy
34.0,87.0,16.0,79.0,partly cloudy,1015.24,Spring,3.0,coastal,Cloudy
25.0,51.0,4.0,,overcast,1155.04,Winter,11.5,coastal,Sunny
25.0,77.0,8.5,,overcast,1019.95,Summer,8.5,mountain,Cloudy
39.0,76.0,25.5,,partly cloudy,1004.76,Autumn,1.5,mountain,Cloudy
25.0,81.0,8.5,94.0,partly cloudy,1001.63,Summer,2.5,coastal,Rainy
-8.0,69.0,4.0,73.0,overcast,984.95,Winter,3.5,mountain,Snowy
,,,,,,,,,Cloudy
2.0,73.0,7.5,65.0,partly cloudy,993.68,Winter,2.0,mountain,Snowy
49.0,78.0,32.5,107.0,overcast,1009.4,Summer,3.5,inland,Rainy
33.0,47.0,0.5,6.0,clear,1019.45,Autumn,8.5,mountain,Sunny
32.0,0.0,11.5,58.0,overcast,1006.27,Summer,3.5,inland,Rainy
25.0,71.0,1.5,,overcast,1009.43,Autumn,5.5,coastal,Cloudy
-7.0,93.0,10.5,62.0,overcast,985.6,Winter,2.0,mountain,Snowy
,73.0,7.5,,clear,1016.74,Spring,9.0,inland,Sunny
33.0,63.0,6.0,59.0,partly cloudy,1017.11,Summer,5.0,coastal,Rainy
-19.0,54.0,1.5,,overcast,1121.08,Winter,9.5,coastal,Cloudy
2.0,69.0,1.0,,overcast,992.9,Winter,4.5,inland,Snowy
-9.0,62.0,3.0,77.0,partly cloudy,985.16,Winter,1.5,inland,Snowy
,61.0,9.0,73.0,overcast,1014.13,Spring,4.5,mountain,Rainy
,104.0,13.0,,partly cloudy,991.94,Winter,3.0,inland,Rainy
32.0,0.0,2.5,19.0,clear,1024.98,Spring,6.0,coastal,Sunny
-3.0,76.0,17.0,87.0,partly cloudy,998.66,Winter,3.5,inland,Snowy
26.0,52.0,14.5,18.0,cloudy,1085.07,Spring,14.5,inland,Cloudy
30.0,0.0,11.0,80.0,overcast,1005.48,Summer,1.0,mountain,Rainy
,,,,,,,,,Snowy
44.0,51.0,15.0,71.0,partly cloudy,982.9,Autumn,2.5,inland,Rainy
